Time	ax	ay	az	gx\gy\gz
0.014	-0.3784130859375	-0.06466552734375	9.75012451171875	-0.28228759765625	0.244140625	0.091552734375
0.023	-0.3784130859375	-0.01676513671875	9.81239501953125	-0.09918212890625	-0.0457763671875	0.00762939453125
0.031	-0.38559814453125	-0.00718505859375	9.829160156250001	-0.25177001953125	-0.2899169921875	0.030517578125
0.04	-0.38080810546875005	-0.076640625	9.78844482421875	-0.2288818359375	-0.0152587890625	-0.091552734375
0.05	-0.37601806640625	-0.03113525390625	9.75251953125	-0.1068115234375	-0.05340576171875	-0.05340576171875
0.058	-0.25147705078125	-0.02155517578125	9.7189892578125	-0.3509521484375	0.25177001953125	0.0152587890625
0.067	-0.30416748046875003	-0.08861572265625	9.7668896484375	-0.1220703125	0.274658203125	0.05340576171875
0.075	-0.36643798828125	-0.07424560546875	9.7573095703125	-0.1678466796875	0.0	0.22125244140625
0.084	-0.33290771484375004	-0.06945556640625	9.695039062500001	-0.00762939453125	-0.09918212890625	0.1068115234375
0.094	-0.37362304687500003	-0.052690429687500005	9.8052099609375	-0.11444091796875	-0.03814697265625	0.09918212890625
0.103	-0.43110351562500004	-0.050295410156250005	9.8243701171875	-0.00762939453125	-0.2593994140625	0.1373291015625
0.111	-0.3448828125	-0.00718505859375	9.781259765625	-0.22125244140625	-0.396728515625	0.03814697265625
0.121	-0.3784130859375	-0.0431103515625	9.838740234375	-0.2288818359375	-0.091552734375	-0.030517578125
0.13	-0.36643798828125	-0.0431103515625	9.79802490234375	-0.03814697265625	-0.1220703125	0.030517578125
0.139	-0.29219238281250004	-0.052690429687500005	9.7668896484375	-0.0762939453125	-0.14495849609375	0.03814697265625
0.148	-0.37601806640625	-0.0431103515625	9.72617431640625	-0.25177001953125	0.091552734375	0.03814697265625
0.157	-0.38080810546875005	-0.03113525390625	9.7189892578125	-0.152587890625	0.12969970703125	0.0457763671875
0.165	-0.32572265625	-0.028740234375	9.886640625	-0.22125244140625	0.3509521484375	-0.06103515625
0.175	-0.32811767578125	-0.026345214843750003	9.807604980468751	-0.2593994140625	0.0	-0.06103515625
0.184	-0.37601806640625	-0.01676513671875	9.781259765625	0.06866455078125	0.1373291015625	0.1220703125
0.192	-0.32572265625	-0.0622705078125	9.7860498046875	-0.1220703125	0.1068115234375	0.0152587890625
0.201	-0.40475830078125	-0.045505371093750004	9.821975097656251	-0.08392333984375	0.09918212890625	0.08392333984375
0.211	-0.40236328125000004	-0.13412109375	9.7285693359375	-0.335693359375	-0.90789794921875	0.19073486328125
0.221	-0.23710693359375	-0.04071533203125	9.589658203125001	-0.32806396484375	0.32806396484375	0.06866455078125
0.229	-0.20357666015625	-0.052690429687500005	9.7285693359375	-0.0762939453125	1.28173828125	0.06866455078125
0.238	-0.15328125	-0.0383203125	9.77407470703125	-0.274658203125	1.60980224609375	-0.00762939453125
0.248	-0.5676196289062501	-0.011975097656250001	9.9776513671875	-0.335693359375	-0.6866455078125	-0.02288818359375
0.258	-0.48618896484375	-0.028740234375	9.85550537109375	-0.17547607421875	-1.007080078125	0.1373291015625
0.267	-0.24189697265625001	-0.01916015625	9.66869384765625	-0.4119873046875	0.1068115234375	0.05340576171875
0.276	-0.24908203125	-0.0383203125	9.8722705078125	-0.3662109375	0.9002685546875	0.17547607421875
0.285	-0.37362304687500003	-0.050295410156250005	9.821975097656251	-0.25177001953125	0.9918212890625	0.091552734375
0.294	-0.42870849609375	-0.06945556640625	9.8052099609375	-0.2288818359375	-0.091552734375	-0.0457763671875
0.305	-0.35685791015625	-0.06945556640625	9.78844482421875	-0.26702880859375	-0.396728515625	-0.06103515625
0.313	-0.31374755859375003	-0.0143701171875	9.77886474609375	0.0152587890625	-0.19073486328125	0.08392333984375
0.322	-0.3113525390625	-0.047900390625000004	9.723779296875	-0.1068115234375	0.1373291015625	0.152587890625
0.331	-0.36164794921875004	-0.052690429687500005	9.762099609375001	-0.0457763671875	0.3814697265625	0.152587890625
0.34	-0.36164794921875004	-0.01676513671875	9.77886474609375	-0.152587890625	-0.0152587890625	-0.091552734375
0.35	-0.42152343750000004	-0.028740234375	9.874665527343751	-0.1678466796875	-0.18310546875	0.12969970703125
